StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_8_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q16,Q26,Q30,Q23,Q25,Q29,Q17,Q27,Q28,Q42,Q18,Q19,Q39,Q5_1,Q5_2,Q5_3,Q6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q36_1,Q36_2,Q36_3,Q36_4,Q38,id
2019-10-17 12:00:17,2019-10-17 12:03:58,0,178.85.243.65,100,220,1,2019-10-17 12:03:58,R_27qT8POuxSlwmkC,,,,,51.9375,6.13580322265625,anonymous,EN,2,47,5,,4,3,4,5,5,3,3,4,4,3,4,8,99,7,2,7,2,99,8,2,7,1,3,3,5,3,4,7,7,2,8,8,4,5,5,3,3,3,4,4,4,4,3,4,1,1578309556
2019-10-17 11:58:34,2019-10-17 12:04:34,0,86.80.232.167,100,360,1,2019-10-17 12:04:35,R_1oHofixg0XDCnw9,,,,,52.0077056884765625,6.3462982177734375,anonymous,EN,2,54,3,,4,4,4,6,2,4,2,5,1,1,99,99,99,99,99,99,99,99,99,2,99,1,2,4,4,4,4,8,8,8,8,3,4,6,4,4,5,4,6,5,4,5,1,1,1,1278486391
2019-10-17 12:00:05,2019-10-17 12:04:51,0,83.82.98.147,100,285,1,2019-10-17 12:04:51,R_0OFTfWSgbrCehAl,,,,,51.599395751953125,4.711700439453125,anonymous,EN,1,51,6,,6,6,2,7,5,6,1,2,2,1,6,5,1,99,99,99,2,9,8,2,7,1,4,6,4,6,7,1,1,8,8,8,7,7,7,4,7,3,6,6,6,7,1,3,1,1484777812
2019-10-17 12:03:29,2019-10-17 12:05:15,0,51.75.248.87,100,105,1,2019-10-17 12:05:16,R_1cYeHaXTLTp2j8i,,,,,48.8582000732421875,2.3386993408203125,anonymous,EN,1,5,6,,6,5,6,4,5,4,4,6,4,6,4,7,1,4,7,4,4,4,4,2,7,2,2,6,5,6,6,7,6,5,7,6,6,6,6,5,6,6,5,5,6,6,5,6,1,1649203950
2019-10-17 12:05:48,2019-10-17 12:08:35,0,84.105.76.81,100,167,1,2019-10-17 12:08:35,R_29mqxjI9tUk1AJj,,,,,51.7178955078125,5.35809326171875,anonymous,EN,2,22,5,,4,4,4,4,4,4,4,4,4,4,99,99,99,7,99,99,99,99,99,2,7,99,3,4,4,4,2,8,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1516583948
2019-10-17 12:04:08,2019-10-17 12:08:41,0,85.146.169.89,100,273,1,2019-10-17 12:08:42,R_Zk52QQxBjqljLEZ,,,,,51.57110595703125,4.8031005859375,anonymous,EN,2,33,5,,5,1,2,7,6,4,1,4,2,3,99,4,99,99,99,99,99,99,99,3,99,99,2,5,2,4,2,6,5,4,5,8,5,5,4,4,1,4,5,4,5,6,1,1,2,1484777741
2019-10-17 12:09:20,2019-10-17 12:12:51,0,84.87.201.112,100,210,1,2019-10-17 12:12:51,R_C9bPTVbaHBFUZqN,,,,,52.2135009765625,5.1569976806640625,anonymous,EN,2,27,5,,7,7,1,7,4,7,4,5,1,4,99,99,99,99,99,99,99,99,99,2,7,3,2,4,6,1,1,1,1,1,2,2,2,5,1,7,1,6,4,1,7,7,1,4,1,1386777277
2019-10-17 12:13:37,2019-10-17 12:16:52,0,85.159.97.73,100,195,1,2019-10-17 12:16:53,R_2bQ2JCAORiSEyQg,,,,,52.08160400390625,5.03619384765625,anonymous,EN,1,53,6,,5,2,2,6,2,4,3,4,3,2,99,99,99,7,4,1,99,99,99,2,7,3,2,4,3,5,5,6,6,6,5,6,5,5,5,5,1,6,4,5,5,2,2,5,1,1236911728
2019-10-17 12:15:24,2019-10-17 12:17:17,0,89.98.221.243,100,113,1,2019-10-17 12:17:17,R_zTsnxQ6DLd7eVZn,,,,,52.3556060791015625,4.7906951904296875,anonymous,EN,2,12,6,,4,5,3,6,5,4,4,4,3,3,99,99,99,99,99,99,99,99,99,99,99,99,1,1,7,1,1,1,4,3,5,5,7,3,3,4,7,7,2,2,4,5,3,4,1,1446792070
2019-10-17 12:15:02,2019-10-17 12:19:12,0,87.208.2.166,100,249,1,2019-10-17 12:19:12,R_2v0yCIRtiXb3F5R,,,,,53.2301025390625,6.5724945068359375,anonymous,EN,2,24,6,,6,4,4,7,4,4,2,6,3,3,99,99,99,7,2,7,99,99,99,2,7,3,3,4,4,2,4,5,4,6,7,6,5,5,2,4,1,3,6,4,7,7,1,4,1,1484779784
2019-10-17 12:14:39,2019-10-17 12:19:20,0,84.30.20.232,100,280,1,2019-10-17 12:19:20,R_2TXKsY2iG6uvoJE,,,,,51.24090576171875,5.699798583984375,anonymous,EN,2,17,7,,2,1,3,4,5,1,3,2,4,3,99,99,99,99,99,99,99,99,99,99,99,99,1,3,4,2,2,4,3,6,7,6,5,6,2,2,1,1,4,3,5,4,1,2,1,1331746181
2019-10-17 12:12:26,2019-10-17 12:21:04,0,145.29.254.44,100,517,1,2019-10-17 12:21:04,R_3IVJC8SFgIOlWiw,,,,,50.850006103515625,5.6833038330078125,anonymous,EN,2,12,6,,1,3,1,7,4,2,1,1,4,1,99,99,99,7,99,7,2,99,6,2,9,1,3,1,7,1,2,3,1,3,5,4,5,5,5,5,1,6,1,1,5,6,1,1,2,1555370741
2019-10-17 12:17:57,2019-10-17 12:21:46,0,82.169.173.136,100,229,1,2019-10-17 12:21:47,R_2D6wnfd4d6I8yvc,,,,,52.76409912109375,6.8863067626953125,anonymous,EN,1,39,6,,4,4,4,4,4,4,4,4,4,4,1,1,5,7,2,7,2,9,8,2,7,1,4,4,4,4,4,4,4,4,4,8,4,4,4,4,1,5,4,4,4,4,4,3,1,1634755837
2019-10-17 12:16:19,2019-10-17 12:22:09,0,77.173.151.228,100,349,1,2019-10-17 12:22:09,R_3MlYXeNC2NJTPne,,,,,52.53399658203125,6.0569000244140625,anonymous,EN,2,10,5,,5,7,5,7,4,4,2,4,4,5,5,4,99,99,99,2,5,99,99,2,7,1,2,4,4,4,3,2,4,4,4,6,3,5,3,4,3,4,5,4,6,6,1,1,1,1484717571
2019-10-17 12:14:47,2019-10-17 12:24:01,0,62.194.16.151,100,554,1,2019-10-17 12:24:02,R_1eWdoO4cTJPiSwF,,,,,52.6519012451171875,4.777099609375,anonymous,EN,2,62,5,,7,4,1,7,4,4,1,7,2,2,6,5,3,7,2,7,2,9,8,2,7,3,9,5,6,5,6,8,8,1,8,8,6,7,7,5,1,4,7,4,6,6,1,4,1,1645599150
2019-10-17 12:08:13,2019-10-17 12:24:54,0,86.87.17.250,100,1000,1,2019-10-17 12:24:54,R_8pkcl1URESIRRrH,,,,,51.9528961181640625,5.9029998779296875,anonymous,EN,1,62,5,,4,7,6,7,4,6,2,2,5,6,6,5,99,7,2,7,1,1,3,2,7,3,5,3,6,4,5,8,5,8,1,1,2,6,4,3,6,5,4,2,4,6,1,2,1,1484768411
2019-10-17 12:18:33,2019-10-17 12:25:12,0,77.250.55.74,100,398,1,2019-10-17 12:25:12,R_3jcb0UTLRRGZBFn,,,,,52.367706298828125,4.8551025390625,anonymous,EN,1,45,7,,6,5,3,6,3,5,2,5,2,2,6,5,1,7,2,7,3,1,99,2,7,1,4,6,3,6,6,7,7,8,4,8,7,6,7,4,5,4,7,6,6,5,1,3,1,1484775023
2019-10-17 12:21:20,2019-10-17 12:25:44,0,217.100.35.35,100,264,1,2019-10-17 12:25:44,R_3prIhhvGqFXx5o9,,,,,52.0417022705078125,4.473602294921875,anonymous,EN,1,42,7,,4,6,2,7,3,6,2,6,1,4,6,5,1,7,2,7,2,9,8,2,7,1,5,6,1,6,7,2,8,8,6,6,7,7,7,3,5,2,6,5,6,6,2,5,1,1484709488
2019-10-17 12:21:36,2019-10-17 12:29:12,0,85.149.124.167,100,456,1,2019-10-17 12:29:14,R_3F4oUwXPmrdWScF,,,,,52.084503173828125,4.37469482421875,anonymous,EN,2,33,3,,5,5,3,6,5,5,5,6,6,4,6,5,1,7,2,7,2,9,8,2,3,1,4,6,5,6,6,8,8,7,7,8,6,6,7,6,6,6,7,7,6,7,6,6,1,1540938708
2019-10-17 12:08:08,2019-10-17 12:30:05,0,77.161.97.26,100,1316,1,2019-10-17 12:30:05,R_TbJU4TZX0bgKp1f,,,,,52.7118988037109375,4.80499267578125,anonymous,EN,2,55,3,,4,4,2,6,5,3,2,2,3,4,6,5,99,7,99,99,4,6,3,2,7,3,6,4,5,2,4,8,6,8,6,6,5,6,5,5,4,3,4,3,4,5,1,1,1,1484700002
2019-10-17 12:22:04,2019-10-17 12:30:35,0,77.165.156.150,100,511,1,2019-10-17 12:30:35,R_2PhARjnuEelcII1,,,,,52.2978973388671875,5.6497039794921875,anonymous,EN,1,35,3,,4,5,5,5,4,5,4,5,4,5,6,5,1,7,1,7,99,99,99,2,7,1,3,5,5,4,4,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,1,1562321487
2019-10-17 12:20:12,2019-10-17 12:35:59,0,31.160.78.22,100,947,1,2019-10-17 12:36:01,R_2y12Zd8U8as97WF,,,,,53.113800048828125,6.0948028564453125,anonymous,EN,2,35,6,,3,5,1,6,4,6,1,2,4,2,99,99,99,7,99,7,99,99,99,2,7,3,7,4,2,3,3,8,1,8,1,6,5,7,6,6,2,5,7,6,6,6,1,7,1,1648218788
2019-10-17 12:38:17,2019-10-17 12:41:11,0,178.84.85.130,100,174,1,2019-10-17 12:41:12,R_1NweCDRvDhTV48s,,,,,51.875701904296875,4.8240966796875,anonymous,EN,1,24,5,,6,5,3,6,3,6,3,5,3,2,99,99,99,7,1,7,7,2,8,2,10,3,3,4,2,6,6,4,4,6,2,8,5,6,4,3,5,2,4,5,5,6,2,4,2,1484767808
2019-10-17 12:40:22,2019-10-17 12:43:40,0,178.84.179.191,100,198,1,2019-10-17 12:43:41,R_T5DffusU5NER6OR,,,,,51.8376007080078125,4.3596038818359375,anonymous,EN,2,53,6,,7,1,3,6,5,1,1,6,6,6,6,5,1,7,2,7,2,4,8,2,9,3,9,5,3,3,6,7,7,7,7,7,6,6,6,6,1,6,6,6,6,6,6,6,1,1409016219
2019-10-17 12:41:47,2019-10-17 12:44:48,0,31.21.97.237,100,181,1,2019-10-17 12:44:48,R_bHoqMuQZxIbByNP,,,,,52.2382965087890625,5.1121978759765625,anonymous,EN,2,14,4,,1,2,3,4,5,6,7,6,5,4,99,99,99,99,99,99,99,99,99,2,7,3,2,3,6,2,2,1,3,3,5,8,3,7,3,6,1,2,5,4,3,6,2,3,1,1484731993
2019-10-17 10:22:20,2019-10-17 12:47:08,0,185.46.212.55,100,8687,1,2019-10-17 12:47:08,R_3fJLnFQ7z0JzjXR,,,,,52.3824005126953125,4.899505615234375,anonymous,EN,2,10,4,,2,3,2,7,3,3,2,1,3,3,6,5,3,7,99,99,99,99,99,2,2,3,3,4,5,2,2,1,2,1,6,8,4,5,2,6,5,2,4,2,5,5,2,2,1,1254635373
2019-10-17 12:45:52,2019-10-17 12:47:50,0,194.151.97.178,100,118,1,2019-10-17 12:47:50,R_1kLWhAUG1xLGxSW,,,,,52.07440185546875,4.350494384765625,anonymous,EN,2,9,7,,4,4,5,5,4,5,5,5,5,6,6,5,3,7,2,7,2,9,8,2,7,3,13,5,5,5,6,8,6,6,6,7,5,5,6,5,5,5,6,6,5,4,5,5,1,1407136343
2019-10-17 12:46:48,2019-10-17 12:52:02,0,77.165.37.214,100,314,1,2019-10-17 12:52:02,R_yDSfvJi8kJ59YFr,,,,,52.33880615234375,4.7826995849609375,anonymous,EN,2,36,3,,1,6,4,7,5,5,5,1,4,3,99,99,99,99,99,99,99,99,99,2,7,99,2,3,4,1,1,3,1,2,5,5,2,5,1,5,1,6,4,4,6,6,1,4,2,1484769912
2019-10-17 12:47:28,2019-10-17 12:52:29,0,77.163.96.74,100,301,1,2019-10-17 12:52:30,R_12um15msLupeOHm,,,,,52.21539306640625,6.8827056884765625,anonymous,EN,2,27,5,,4,4,3,5,4,4,2,4,4,2,6,5,3,7,2,7,2,4,8,2,7,3,4,5,4,4,5,6,6,3,3,8,5,7,5,6,7,5,5,6,6,6,1,4,1,1590717829
2019-10-17 12:44:12,2019-10-17 12:53:42,0,213.127.46.97,100,570,1,2019-10-17 12:53:42,R_Aap5rf1So6GdjUd,,,,,52.355194091796875,4.87890625,anonymous,EN,1,56,4,,7,7,2,7,2,3,1,4,4,1,6,4,1,7,99,7,99,6,3,2,9,1,5,6,4,6,4,8,5,8,5,1,5,6,6,6,7,3,3,7,6,6,1,1,1,1371052786
2019-10-17 12:51:37,2019-10-17 12:54:06,0,84.105.87.34,100,148,1,2019-10-17 12:54:06,R_u81DnZ8BArvSg7f,,,,,51.7310028076171875,5.3665924072265625,anonymous,EN,2,16,6,,3,6,1,7,2,4,3,2,3,1,6,4,6,7,4,8,7,1,4,2,7,3,4,5,4,3,3,8,7,1,1,8,5,4,2,6,3,5,3,1,3,5,1,2,1,1565370513
2019-10-17 12:51:41,2019-10-17 12:54:54,0,90.145.215.98,100,193,1,2019-10-17 12:54:54,R_1MSvIRGvkqO9qwE,,,,,52.2362060546875,6.8946075439453125,anonymous,EN,1,17,6,,5,4,5,6,5,3,2,3,5,5,4,5,3,7,99,7,2,99,6,2,7,3,4,5,5,6,4,6,1,1,8,8,4,5,4,3,1,1,6,4,7,7,1,3,1,1484765791
2019-10-17 12:40:13,2019-10-17 12:54:55,0,92.111.223.210,100,881,1,2019-10-17 12:54:55,R_2PBS0kIakEacw5E,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,2,33,6,,2,5,2,7,5,6,2,5,2,5,6,5,3,7,2,7,99,99,99,2,7,3,7,5,5,4,4,3,4,2,5,5,4,5,5,4,4,6,4,4,4,5,3,2,1,1484766578
2019-10-17 12:50:31,2019-10-17 12:56:04,0,213.127.82.211,100,333,1,2019-10-17 12:56:04,R_cUfbvVXJNKzk9Md,,,,,52.3616943359375,4.8668975830078125,anonymous,EN,2,24,6,,3,5,2,7,4,5,2,3,3,2,4,99,99,7,2,7,2,2,8,2,7,3,11,6,2,4,5,8,7,8,2,2,6,7,6,7,3,7,5,5,4,7,1,1,1,1484749793
2019-10-17 12:55:13,2019-10-17 13:00:36,0,163.158.120.170,100,323,1,2019-10-17 13:00:37,R_1OqzsodJ5X8kNcx,,,,,51.994903564453125,4.21820068359375,anonymous,EN,2,58,5,,7,7,1,7,1,5,1,7,1,1,1,1,8,7,4,7,2,99,6,2,7,3,9,6,5,5,6,8,8,8,8,1,7,7,6,5,7,5,6,7,4,4,1,1,1,1373241659
2019-10-17 13:00:17,2019-10-17 13:03:59,0,89.205.225.164,100,222,1,2019-10-17 13:03:59,R_eySSx7zyvtztFm1,,,,,52.0482940673828125,5.075897216796875,anonymous,EN,2,13,6,,2,4,2,6,3,5,1,3,3,6,6,5,3,7,99,7,2,99,1,2,7,1,6,6,5,5,4,1,1,1,1,7,2,5,3,1,1,5,4,3,5,5,1,2,1,1618798895
2019-10-17 13:02:32,2019-10-17 13:05:47,0,87.214.242.0,100,195,1,2019-10-17 13:05:48,R_1DHzqPkazUdTHxo,,,,,51.9434967041015625,5.89349365234375,anonymous,EN,2,14,3,,3,4,3,5,4,4,4,5,4,6,99,99,99,99,99,99,99,99,99,2,99,3,2,3,3,2,3,5,5,5,7,2,2,5,2,5,2,2,2,2,5,5,2,2,1,1416414598
2019-10-17 12:56:28,2019-10-17 13:10:34,0,217.63.246.102,100,846,1,2019-10-17 13:10:35,R_xiw5cLrABI1c0Jb,,,,,52.1479034423828125,4.4839019775390625,anonymous,EN,2,40,7,,1,6,1,7,4,4,1,1,1,1,6,5,1,7,2,7,2,9,1,2,7,1,5,4,1,1,4,5,4,8,6,1,5,5,5,2,1,1,4,4,5,5,1,1,1,1080964584
2019-10-17 13:06:31,2019-10-17 13:12:12,0,83.80.173.26,100,341,1,2019-10-17 13:12:12,R_2Yr0u48lcyH3bX2,,,,,52.2061004638671875,4.8616943359375,anonymous,EN,1,41,6,,1,7,1,7,1,7,1,1,1,1,6,5,1,7,2,7,2,9,8,2,7,1,13,7,1,7,7,8,8,8,8,8,7,7,7,6,7,2,2,5,7,7,1,1,1,1074572945
2019-10-17 13:08:12,2019-10-17 13:13:03,0,31.201.2.25,100,291,1,2019-10-17 13:13:03,R_21BcImev1tPdXEm,,,,,52.153106689453125,5.407806396484375,anonymous,EN,2,46,4,,5,4,3,7,3,5,1,4,1,1,99,99,99,6,8,99,4,6,1,2,7,1,3,5,4,3,5,8,4,3,3,4,3,5,3,2,2,2,5,4,5,4,1,4,1,1533449407
2019-10-17 13:11:31,2019-10-17 13:14:13,0,80.61.62.183,100,161,1,2019-10-17 13:14:13,R_6sQBdFnv9bNuLBL,,,,,52.0670013427734375,5.19769287109375,anonymous,EN,2,42,3,,4,1,4,3,4,1,6,4,4,4,99,99,99,7,99,99,99,99,99,2,99,99,2,4,4,4,1,4,4,7,5,1,4,4,4,4,1,4,4,1,4,4,4,4,1,1572211913
2019-10-17 13:14:24,2019-10-17 13:17:24,0,81.246.88.130,100,179,1,2019-10-17 13:17:25,R_20Z43K42WUD5VAS,,,,,51.0626983642578125,4.57940673828125,anonymous,EN,1,23,6,,3,4,1,7,6,4,1,1,2,3,99,99,99,99,99,99,99,99,99,2,7,3,2,4,4,3,3,8,4,1,8,8,4,4,4,4,4,4,4,4,6,7,1,3,1,1516869802
2019-10-17 13:14:18,2019-10-17 13:17:30,0,217.101.212.182,100,191,1,2019-10-17 13:17:30,R_b1aEmsAhjkultNn,,,,,50.884796142578125,5.7494964599609375,anonymous,EN,1,30,6,,4,5,5,4,5,4,4,5,5,5,99,99,99,1,99,99,99,99,99,2,99,99,7,5,5,4,4,5,6,4,5,5,4,5,4,4,5,5,4,5,4,5,6,5,1,1242339252
2019-10-17 13:11:27,2019-10-17 13:17:50,0,86.91.66.39,100,382,1,2019-10-17 13:17:51,R_2U4M3TRyaQPdPFN,,,,,52.1490936279296875,4.7740020751953125,anonymous,EN,1,56,6,,6,6,1,7,5,5,3,5,3,2,6,5,1,7,2,7,2,9,6,2,7,1,13,7,1,7,6,1,3,8,8,8,4,6,7,1,4,1,7,7,7,7,1,1,1,1456957597
2019-10-17 13:17:20,2019-10-17 13:22:46,0,178.85.19.68,100,324,1,2019-10-17 13:22:50,R_2c145d7rxmOoVBu,,,,,51.8242034912109375,4.6522979736328125,anonymous,EN,1,26,6,,5,5,4,5,4,6,2,4,4,4,6,8,3,7,2,7,99,99,99,2,7,3,4,5,2,4,4,8,7,7,7,7,5,5,4,4,3,4,5,5,5,5,2,2,1,1484762938
2019-10-17 13:20:11,2019-10-17 13:23:54,0,92.111.58.106,100,222,1,2019-10-17 13:23:54,R_3HuHB2tVjUnVe52,,,,,51.9156036376953125,4.5146026611328125,anonymous,EN,1,28,6,,5,5,3,5,4,6,6,6,4,5,6,5,1,7,2,7,2,9,6,2,7,1,13,6,5,5,6,6,5,5,5,6,6,6,7,6,6,3,3,3,5,4,5,5,1,1484777081
2019-10-17 13:17:43,2019-10-17 13:24:19,0,213.233.234.123,100,395,1,2019-10-17 13:24:19,R_31duahAwSNLkj9C,,,,,52.34930419921875,5.62249755859375,anonymous,EN,1,45,5,,4,3,1,7,5,4,3,6,1,1,6,5,1,7,2,7,2,9,8,2,7,1,5,5,4,3,4,8,5,8,8,5,5,6,4,3,6,4,5,4,6,6,1,4,1,1484731330
2019-10-17 13:21:12,2019-10-17 13:26:19,0,77.172.247.43,100,307,1,2019-10-17 13:26:20,R_3pfmVYSxRnRQBVY,,,,,52.052093505859375,4.335205078125,anonymous,EN,2,27,5,,4,4,1,7,4,4,4,4,1,4,99,99,99,99,99,99,4,7,3,2,9,3,3,2,4,1,1,1,8,4,1,1,4,4,4,4,4,4,4,4,7,7,1,1,1,1411418735
2019-10-17 12:17:09,2019-10-17 13:34:04,0,31.201.105.86,100,4615,1,2019-10-17 13:34:06,R_2dF2tUX0u9kHY0V,,,,,51.471893310546875,5.47540283203125,anonymous,EN,2,30,5,,1,6,2,7,2,5,1,1,1,1,6,5,2,7,2,7,2,9,8,2,7,2,11,4,4,3,4,5,5,6,6,6,4,7,3,3,6,5,3,3,6,6,1,4,1,1641870766
2019-10-17 13:33:44,2019-10-17 13:37:06,0,84.83.153.174,100,202,1,2019-10-17 13:37:06,R_Xp8fbS603iqZig1,,,,,52.298797607421875,5.2696990966796875,anonymous,EN,2,53,4,,4,5,3,5,4,5,4,4,3,3,6,5,1,7,2,7,2,4,8,2,7,1,5,5,5,5,6,6,7,8,7,7,7,7,7,7,7,6,6,6,6,6,6,5,1,1484769427
2019-10-17 13:35:18,2019-10-17 13:38:35,0,145.131.83.250,100,196,1,2019-10-17 13:38:35,R_3I6n4vPCFNC4G99,,,,,51.8292999267578125,4.77630615234375,anonymous,EN,2,12,7,,5,4,2,6,4,4,2,6,5,2,99,99,99,99,99,99,99,99,99,2,7,1,2,5,4,2,4,5,6,5,8,8,6,5,4,3,2,2,6,5,5,5,3,3,1,1484772446
2019-10-17 13:35:27,2019-10-17 13:39:27,0,77.164.168.241,100,240,1,2019-10-17 13:39:28,R_1lAXNRdlxz3Rg4M,,,,,52.21539306640625,6.8827056884765625,anonymous,EN,2,22,6,,5,2,2,6,3,3,3,3,5,3,6,1,8,7,99,99,99,99,99,2,7,3,2,2,6,2,6,4,4,1,1,7,2,5,3,2,2,3,3,3,5,4,1,1,2,1484757155
2019-10-17 13:37:26,2019-10-17 13:42:15,0,145.129.162.233,100,289,1,2019-10-17 13:42:16,R_bl5ppU8BKnCiIIp,,,,,52.5977020263671875,4.7111053466796875,anonymous,EN,2,37,7,,3,5,1,6,3,4,1,1,4,1,99,99,99,99,99,99,99,99,99,99,99,99,1,7,5,2,2,2,4,1,4,1,7,7,7,4,4,6,6,7,6,6,1,1,1,1484752404
2019-10-17 13:42:10,2019-10-17 13:45:58,0,212.78.195.64,100,228,1,2019-10-17 13:45:59,R_cMAUXGws4ZrVyiR,,,,,52.3824005126953125,4.899505615234375,anonymous,EN,1,31,5,,6,4,1,7,4,5,2,7,1,1,99,99,99,99,99,99,99,99,99,2,7,99,2,6,1,2,2,6,4,3,8,8,3,6,5,7,6,4,6,4,5,7,4,4,1,1484769096
2019-10-17 13:41:08,2019-10-17 13:46:33,0,80.65.110.61,100,324,1,2019-10-17 13:46:33,R_Y3lsl8DTqGLFvXP,,,,,52.355194091796875,4.87890625,anonymous,EN,2,27,6,,7,7,1,7,4,5,1,2,1,1,6,1,99,7,4,7,99,99,99,2,7,3,3,1,2,1,2,4,3,1,6,6,5,3,3,4,1,5,2,3,7,6,3,2,1,1642818581
2019-10-17 13:42:13,2019-10-17 13:48:02,0,80.61.157.254,100,349,1,2019-10-17 13:48:02,R_42TpOqSuIoS0Aa5,,,,,51.979400634765625,5.79510498046875,anonymous,EN,2,46,6,,6,2,2,7,6,2,6,6,6,6,6,5,3,7,2,7,2,9,8,2,7,3,5,5,6,3,6,6,6,4,8,7,6,6,3,2,5,6,6,6,6,7,2,2,1,1407754842
2019-10-17 13:45:35,2019-10-17 13:49:23,0,145.130.234.102,100,227,1,2019-10-17 13:49:23,R_33DZMy9INe1SACf,,,,,52.1367950439453125,6.608795166015625,anonymous,EN,2,30,5,,6,6,5,7,6,5,6,6,6,4,99,99,2,99,99,3,99,99,1,2,10,2,5,4,7,2,4,6,7,5,8,8,6,6,5,5,5,7,5,5,7,7,1,1,1,1524744019
2019-10-17 13:47:31,2019-10-17 13:50:59,0,81.245.134.15,100,208,1,2019-10-17 13:50:59,R_6PWeogTLtVK2tTH,,,,,50.8126983642578125,3.3385009765625,anonymous,EN,1,37,7,,7,7,5,5,1,4,1,6,1,1,99,99,99,99,99,99,99,99,99,99,99,99,1,3,6,1,1,6,6,6,6,6,4,4,4,1,1,3,5,4,5,5,1,1,2,1484706348
2019-10-17 13:46:37,2019-10-17 13:52:05,0,82.217.197.160,100,328,1,2019-10-17 13:52:07,R_CaDhBIgMMDIYZmp,,,,,52.261199951171875,4.4945068359375,anonymous,EN,2,45,6,,4,4,3,6,4,4,2,5,3,4,6,5,3,7,2,7,2,9,6,2,7,3,11,6,2,4,5,8,6,6,8,8,5,5,5,5,6,4,5,5,5,5,1,4,1,1484779555
2019-10-17 13:48:35,2019-10-17 13:52:28,0,81.204.94.124,100,233,1,2019-10-17 13:52:28,R_2U9MSt1wRFS4NAN,,,,,52.377899169921875,5.77679443359375,anonymous,EN,1,57,7,,5,3,3,5,3,3,2,5,2,2,6,5,3,7,2,7,2,9,8,2,7,3,5,4,5,3,4,8,7,6,5,5,5,5,5,4,4,3,4,4,4,4,2,3,1,1409015798
2019-10-17 13:50:13,2019-10-17 13:54:20,0,81.206.20.110,100,247,1,2019-10-17 13:54:20,R_3NUJ4nubPZKXwmm,,,,,51.6457977294921875,4.598297119140625,anonymous,EN,1,40,6,,2,5,2,7,3,5,1,2,2,1,6,5,3,7,2,7,2,9,8,2,7,3,13,7,3,6,7,8,7,7,5,8,6,7,4,4,1,2,7,6,6,7,1,1,1,1484760116
2019-10-17 13:52:07,2019-10-17 13:54:49,0,178.250.147.56,100,162,1,2019-10-17 13:54:50,R_3JJjKLKWr3Bth6G,,,,,51.99420166015625,4.4759063720703125,anonymous,EN,2,14,6,,3,4,3,5,4,4,3,4,4,4,99,99,99,99,99,99,99,99,5,2,9,3,1,3,6,2,3,8,5,2,1,8,4,5,4,4,6,4,6,3,5,6,3,4,1,1496294695
2019-10-17 13:54:50,2019-10-17 13:59:31,0,82.74.214.48,100,280,1,2019-10-17 13:59:31,R_3erc5c7NqQc4MqY,,,,,52.2113037109375,6.962493896484375,anonymous,EN,2,38,5,,4,3,2,4,5,5,3,5,2,2,99,99,99,99,99,99,99,99,99,2,99,3,2,3,5,3,2,7,5,5,5,1,4,6,5,4,1,5,6,5,2,4,2,2,2,1397540068
2019-10-17 14:00:59,2019-10-17 14:03:41,0,84.26.217.103,100,161,1,2019-10-17 14:03:41,R_3MsW7k7RwovggbH,,,,,51.4853057861328125,4.28790283203125,anonymous,EN,1,6,6,,5,4,3,4,3,5,3,5,3,3,5,2,99,99,99,99,99,99,1,2,7,3,2,4,3,4,4,4,3,4,6,6,4,5,4,3,4,4,3,5,4,3,3,4,2,1462210140
2019-10-17 13:58:25,2019-10-17 14:06:22,0,94.215.116.79,100,476,1,2019-10-17 14:06:24,R_3oZrh96tELYzbVT,,,,,51.6244964599609375,5.55780029296875,anonymous,EN,2,55,3,,4,5,2,6,5,5,2,5,2,4,6,5,3,7,2,7,2,9,8,2,7,3,4,5,5,4,5,5,5,6,6,5,4,5,5,4,6,5,5,4,5,5,2,2,1,1484714726
2019-10-17 14:03:53,2019-10-17 14:08:30,0,213.46.203.177,100,276,1,2019-10-17 14:08:31,R_2WYcel3VDiAUCVU,,,,,51.8699951171875,5.3997039794921875,anonymous,EN,2,28,6,,3,4,4,4,3,5,3,3,3,3,99,99,99,99,99,99,99,99,99,2,7,1,7,3,5,2,3,4,3,2,1,1,5,5,4,3,3,3,4,4,5,4,3,3,2,1484737610
2019-10-17 14:03:44,2019-10-17 14:08:56,0,77.160.111.190,100,311,1,2019-10-17 14:08:57,R_3fqPFsTpPU3upj3,,,,,51.9716949462890625,5.6649932861328125,anonymous,EN,1,35,3,,4,3,3,5,4,3,2,4,3,2,4,8,3,6,5,99,99,99,99,2,7,3,3,3,4,3,3,5,6,5,6,7,4,5,3,4,7,3,2,2,5,5,2,3,1,1484770419
